,text,label
8062,i feel never fear your fears i will make you fearless,joy
8063,i am feeling very appreciative tonight,joy
8064,i think everyone should make a goal that they feel as passionate about,joy
8065,i feel he just broke up with his girlfriend,sadness
8066,i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration,anger
8067,i would veer from feeling utterly terrified to utterly disorientated to utterly queasy,fear
8068,im stuck feeling too casual and frumpy when i return to the office,joy
8069,i feel far too distracted to actually write anything of substance,anger
8070,i was on the phone with one of my best friends the other day and i told her i don t feel successful,joy
8071,i feel like she shouldnt have blamed him for it but she did and she never forgave him,sadness
8072,i feel that because of our own love of reading and writing that we are more compassionate and understanding about the struggles that both new and established writers go through,love
8073,i feel anxious about a coming event or activity that will require physical energy that i may not have or emotional events that will require emotional energy i look to my parent and adult to take charge,fear
8074,i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,fear
8075,i am feeling restless for some reason today,fear
8076,im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger
8077,i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated,anger
8078,i did not make them feel submissive enough and i wonder am i strange or are they,sadness
8079,i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,anger
8080,i feel my heart shaky all the time now,fear
8081,i feel confident in saying the writers of the film are seemingly going to follow through with the classic comic story arc involving gwen stacey even if it doesnt happen until another sequel but i wont ruin that here,joy
8082,im feeling pretty freakin fab,joy
8083,i feel like my bones broke but when i stood up i can still walk,sadness
8084,i hate my feelings which are all about loving this city day by day little by little,love
8085,i have to look for more problems to heap on myself when i already am feeling burdened,sadness
8086,i had a feeling going into this book that its a little too well loved to be orthodox,joy
8087,i really didn t feel like there were any though so i was quite delighted when my brain came up with the amazingly obvious solution of asking the guy who lives in the other half of my duplex if i could just get dsl on his line and set up a wireless network,joy
8088,i feel playful today a href http www,joy
8089,when i was about six years old,fear
8090,i feel like blair just wants to be loved,love
8091,my sister lost one of her twin sons my first nephews and then the older one died a week later,sadness
8092,i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin,fear
8093,i don t know if i ll continue to feel a dull ache in my leg going forward or not,sadness
8094,im feeling quite agitated irritated amp annoyed,fear
8095,i feel so worthless and weak what does he have to say that s what i want to find out,sadness
8096,i have forgiven anyone who i feel has hurt me,sadness
8097,im feeling lucky button after that you will go to the landing page where you will found the alternative google search engine homepage with colors theme depend on the keywords below,joy
8098,i will feel shy and won t be able to talk to her,fear
8099,i just feel like i need a shower and a really mellow day,joy
8100,im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger
8101,i swear he had feelings that teddy i was so convinced of that and i was very very careful to always make him feel special and more loved than any of my other toys and teddies,joy
8102,i feel like i ought to apologise for my unfortunate decline in writing standards over the past couple of weeks,sadness
8103,i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy
8104,id love to hear your thoughts and comments so please feel free to leave me something below and have a wonderful weekend,joy
8105,i feel the delicious heartburn,joy
8106,i feel a little funny discussing the realness of a portrayal of a condition ive never experienced,surprise
8107,im just figuring these lyrics out myself so apologies if im slightly wrong but it just feels a bit fake,sadness
8108,i haven t seen her since they broke up but now i m in this class and she is here waving at me so i go and sit next to her and get out my stuff and talk to her but i feel really strange about it because she cheated on my friend which i really should have mentioned before,surprise
8109,i feel that they are vulnerable in the coming election given their performance,fear
8110,i feel about kids and this just about broke my heart,sadness
8111,i always feel awkward when im alone in a crowd of peers and feel the need to make friends,sadness
8112,i have a sick feeling a longing for each second to be with you even though that will inevitably make it worse when you leave liverpool,love
8113,i like the phrase having submissive feelings then being submissive,sadness
8114,i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,love
8115,i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,fear
8116,i head upstream to explore bringing my notebook to write up the events of the day and i soon find running water with some small pools big enough to strip down and throw some water on the ole corpse which feels lovely,love
8117,i feel kinda popular,joy
8118,i just feel them around me and it s wonderful it s just wonderful,joy
8119,i was feeling irate and extremely uncomfortable,anger
8120,i look at my life my beautiful family the fact that i feel truly blessed and that all that ive asked from god and the universe all that has happened and beyond how my imagination fathomed it,joy
8121,i am not too sure on how i feel about alec hes either innocent like he says he is or hes a damn good liar,joy
8122,i would feel a violent stab of loneliness,anger
8123,i would feel ashamed or guilty if i were to take too much of the commons for myself,sadness
8124,i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,fear
8125,i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger
8126,i am feeling really bad for that guy,sadness
8127,i had been struggling emotionally feeling beaten down and discontented,sadness
8128,im feeling distracted and a little bit flighty,anger
8129,i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger
8130,i was feeling disheartened so i turned on the radio hoping music would lift my spirits,sadness
8131,i hate feeling discouraged but i keep trying to start the couch to k again and it just isnt going well at all,sadness
8132,i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger
8133,i still feel a craving for sweet food,love
8134,i feel like every once in a while i should stop trying to do the smart thing and really go for my dreams,joy
8135,i feel pained and wistful and suddenly the hot tub didn t seem like very much fun anymore,sadness
8136,i guess im feeling better,joy
8137,i wasnt going to post anything about his death because i made me feel mad and shitty,anger
8138,i feel his gracious hand upon my life,love
8139,i wont feel regretful,sadness
8140,i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you,anger
8141,i just do not feel uptight at all,fear
8142,i still didnt feel like the problems had really been resolved,joy
8143,i feel a sense of belonging to the soul of people even if i feel isolated from the collective ego of society,sadness
8144,i am tired and not feeling well all morning,joy
8145,i suppose in some ways i should feel irritated that if she knew why didn t she do anything to help me with this lone cause i was feeling,anger
8146,i party wah wah wah nationalism blah yay aryans wah boo jews with there stupid brown hair blah blah should feel appreciative that we even talk to them because it makes them cool by association blah blah,joy
8147,im feeling inspired to just wait for the movie,joy
8148,i looked at sams eyes they were tough hiding the strong pent up feelings that tortured him inside,fear
8149,i got home feeling exhausted and discouraged,sadness
8150,i feel more appreciative than worthlessness,joy
8151,i see the areas where i should be doing better and i feel discouraged and condemned but i feel tempted to turn to numbing pleasures more than to despair,sadness
8152,ive always been able to produce work despite a day job and that i suspect professional pressures might add to a feeling of artistic foment it would take quite a bit to get me out of the saddle,joy
8153,i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over,fear
8154,i feel pretty terrible physically today,sadness
8155,i was left feeling a little disappointed since it all started so well and finished a little limply,sadness
8156,i didnt feel i had put in half the effort or time and well quite frankly didnt feel like the pressure of it all,joy
8157,i had a hard time focusing on my life and walked around feeling dazed and confused,surprise
8158,im feeling generous and you can have two top tips,joy
8159,i am also feeling a bit bitchy about the way things are when we have conversations and others are around,anger
8160,i feel only a little bit weird about making decisions without him,surprise
8161,i feel impressed to discuss sin again though i do not know why,surprise
8162,i do not want folks to think i feel superior due to my aspieness or because of my near genius iq,joy
8163,i want to feel respected even when i do things that you don t understand,joy
8164,ive learned that even when im feeling hopeless theres still hope,sadness
8165,i woke up feeling very disturbed,sadness
8166,i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,anger
8167,i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now,fear
8168,i feel the need to tell you that phone calls do provide some useful purpose as annoying as they may be,joy
8169,i have been feeling particularly lousy these days so i might as well try to cheer myself up by saying yes,sadness
8170,i can like tbt when i m feeling nostalgic,love
8171,i am not really in financial straits yet so why do i feel so insecure,fear
8172,i hate this and i hate feeling so shitty all the time,sadness
8173,i can already feel the dull atmosphere really,sadness
8174,i also have the feeling i need a very relaxed practice today,joy
8175,i am mellow and feeling particularly fond of all the human race i don t blame fertile people for not really knowing what to say or what to think or how to deal with it all,love
8176,i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,fear
8177,id start feeling resentful that i lived in a part of the country where the sun stubbornly refuses to show itself after the end of september,anger
8178,ive been feeling weirdly superior about my knowledge of this book roundabouts now,joy
8179,i just feel skeptical,fear
8180,i seem to have managed to start the week with a little bit of a hangover annoyingly so i have been sitting here feeling groggy all day,sadness
8181,i feel that she should change herself and i was too timid to speak up for her except in underground murmurs,fear
8182,i was feeling like a shocked rat in a skinner box experiment,surprise
8183,i feel a little disheartened,sadness
8184,i only feel vaguely remorseful,sadness
8185,i feel blessed to have found such a wonderful friend,joy
8186,im feeling stressed and tired and after that flight i really dont want to get on another one,sadness
8187,i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear
8188,i feel so insulted because of a woman,anger
8189,i want to seduce you into buying it without you feeling liked youve been conned or connived into it,love
8190,i was also feeling pretty low being fired four days before christmas,sadness
8191,im guessing with everyone standing there she was feeling timid about moving through the crowd again,fear
8192,i make it to am and then i make it to pm and then when i make it to the night that s when i feel triumphant and beaten down,joy
8193,i do know that the stresses from this past week sensory overload oh and i have not been sleeping well are all contributing to my stoic type of feel however i am rather jolly and do not feel like i am in an icky mood at all,joy
8194,i feel like the supporting literature cited in this section is not only scarce but also badly presented,love
8195,i was feeling emotionally drained,sadness
8196,i feel like the legality of our marriage is in tatters thanks to all the hateful lies and messaging from the prop campaign,anger
8197,i will reach out to you when i am feeling uncertain and needing the support or the slap upside the head that i know you can provide me,fear
8198,i feel ignored i feel this boredom like a little sword straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my,sadness
8199,i wondered if i would feel a bit lost when i got to the end of the programme but at the same time i was looking forward to running to my own music and setting my own goals,sadness
8200,i hurt and feel suspicious and definitely get angry,fear
8201,i also feel respected as a briton by germans,joy
8202,i feel listless most of the time nowadays,sadness
8203,i feel so physically beaten down that it is difficult to think about anything else right now,sadness
8204,ive always been feeling restless and dissatisfied with our relationship,fear
8205,i am a follower friendly blog so feel free to leave a comment so i know you have visited,joy
8206,i cant help it because of the way i feel around my family like pairs of eyes boring into my back and just observing me all the time,sadness
8207,im not sure why i even bothered to open this website let alone this feature but as expected its left me feeling boring poor and,sadness
8208,im feeling the need for a cute little monogrammed one in green for mommy,joy
8209,i am feeling discouraged it is,sadness
8210,i also have started taking b and it works a charm my lashes are getting longer thicker and i feel that i dont need to coat so much mascara on or wear fake lashes as much as i did before yay,sadness
8211,i am feeling bitchy cross whatever,anger
8212,ive been feeling needy lately,sadness
8213,i miss the feeling of being useful and of being able to think of something professional or as close to be dubbed so,joy
8214,i began to feel bitter towards them,anger
8215,i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,fear
8216,i feel a little hopeless sometimes,sadness
8217,i feel like i am living without my apendages and all vital organs,joy
8218,i feel rotten for that but i was so mad at the whole situation i could have thrown a temper tantrum myself,sadness
8219,im feeling virtuous ill make do with a rich tea or hobnob but if money and calories are no object it has to be a k,joy
8220,i keep going back to people are douche canoes because they need to feel superior they need that ego boost they need someone to look down upon,joy
8221,i feel intimidated by other girls acne getting rid of pimples,fear
8222,i feel like karen is being far too greedy pushy demanding on all fronts,anger
8223,i feel that branding in college is way more popular then it was back in high school,joy
8224,i admire makes me feel amazed at my life,surprise
8225,i really thought i was because i liked what i was feeling when in all actuality i hated his personality,anger
8226,ill feel to let all of these things out on this empty space,sadness
8227,ive been really into the more laid back bohemian feeling style and thought these items would be perfect for a beachy california trip,joy
8228,ive been feeling a little frantic recently because our summer together is flying by so quickly,fear
8229,i do feel more isolated since i started working,sadness
8230,i liked just talking to someone and that butterfly like feeling you get when someone is sweet to you and it just felt nice to be noticed again,love
8231,i think its safe to say we were a learning experience for one another and i honestly have nothing but positive feelings and fond memories for you,love
8232,i was trying to think of anywhere else ive been that made me feel so awful awful awful,sadness
8233,i just remember feeling so amazed that this little person and i am only a child was my new brother,surprise
8234,i feel like a haiku is a pleasant note to end on,joy
8235,i have been feeling so strange and frankly bad about how not sad i am,fear
8236,i do feel the need for a little break however like you and for something lovely and quiet,love
8237,i feel sooo bitchy that i made out with devin,anger
8238,i can remember i feel especially impressed to start fresh new and remove clutter,surprise
8239,i think theres nothing inherently wrong with feeling homesick,sadness
8240,i feel like people think im just being selfish with my gender if that makes sense,anger
8241,i feel bitchy i guess,anger
8242,i just feel utterly content with everything and being here in a previously unknown place has rekindled my desire to see the world,joy
8243,i think about these two ways of looking at life the more i feel convinced that it is sensible to see it as a lease rather than a gift,joy
8244,i travel i feel like men expect me to be neurotic superficial and easy only sometimes true,fear
8245,i feel moderately handsome at the minute but as soon as i go out ill look like a twat,joy
8246,i feel that michael jackson is a talented artist since day one and to have collaborative works given by such artistry as ne yo would be very conducive to his comeback,joy
8247,i had no idea i was giving off this vibe but i feel like this is a pretty dangerous vibe to be giving off all willy nilly,anger
8248,i feel sad when i see your son uhuru being persecuted by men of ill will and a woman martha karua is carrying their bags,sadness
8249,i am allowed to feel guilty about neglecting the work that was due and the part of myself that did want to do it,sadness
8250,i first started and i m feeling more confident behind the wheel,joy
8251,i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger
8252,i feel awkward talking about my book to begin with,sadness
8253,i feel thrilled i feel blessed i feel honored light who s boss,joy
8254,i feel it is unfortunate that my companion differs,sadness
8255,i just saw a post on one girls facebook page that said something to this effect im feelin horny,love
8256,i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,anger
8257,i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,fear
8258,i feel completely emotionally exhausted and am pretty much to the point i will have to cut all ties with every man i know,sadness
8259,i know hes upset that ryan did this to me he liked him when he met him and he even thought his feelings for me were sincere,joy
8260,i over think you think i really feel insecure,fear
8261,i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger
8262,i arrived in anchorage it only took a few hours after spending time with my parents eating at a local favorite joint and then going on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,joy
8263,i feel like i should be more appreciative but im struggling,joy
8264,i would have liked to go out but i just wasnt feeling it and i think it was partly because it would be with someone that i am not thrilled with being around right now,joy
8265,i came close to just packing up and heading home but then i wondered would home feel less awful,sadness
8266,i mean i get that its nice to have someone who cares about you like that that a relationship can be a great thing and can feel wonderful but im only so im not looking for that in my life yet,joy
8267,i feel in my belly perfect two you can be the butterflies i a class imagebox href http s,joy
8268,im a little tired of writing about these things and feel like these solemn posts are a bit too much for this home school family blog,joy
8269,i get the feeling he needs to feel accepted and appreciated,joy
8270,i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,anger
8271,im working with right now and im feeling a lot more optimistic about this pattern,joy
8272,i hurtled through the first chapters desperate to see what was so good about it but came away feeling disappointed,sadness
8273,i sing i swim this feels like a pleasant passing of time song,joy
8274,i feel like the people who cause pain go through life without issue and the people burdened by pain the ones who are strong enough to deal are the ones who become depressed and jaded,sadness
8275,i feel it captures the peaceful serenity which is so relaxing and inviting here in pines lake,joy
8276,i do not feel particularly damaged by that,sadness
8277,i can feel an unpleasant pressure from it,sadness
8278,i am from new jersey and this first drink was consumed at a post prom party so i feel it s appropriately lame,sadness
8279,i know how it feels to suffer pain and sorrow and loneliness and to know that mom is suffering because of her illness,sadness
8280,i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear
8281,i feel and im irritated by it,anger
8282,i have lately been feeling very productive with my time at home and happy with my life in general and happy with my children and my husband,joy
8283,i often feel like im drowning as i try to come up with valuable content and write engaging posts,joy
8284,i swamp uncaring unfeeling fucked up apathetic humanbeings who wont pull their heads out of their asses long enough to turn around and look at me and say i see you,anger
8285,i pollution flower dew moisturising gel cream delicate luxurious and feels lovely on the skin,love
8286,i blush because i feel guilty about asking for something so costly for being worldly,sadness
8287,i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty,fear
8288,i feel deer supporting mice parade at the hope rel bookmark permalink,joy
8289,i wasnt feeling when i got on board but its really not pleasant,joy
8290,i feel like a very useful engine mother those of you who have watched thomas will understand,joy
8291,i started to feel apprehensive about it,fear
8292,i was on to stop labor made me feel terrible,sadness
8293,i am having really badly cannot wear anything without causing spasms diarrhea or eat more than a few of mouthfuls i am feeling very miserable,sadness
8294,i am torn about the situation because it happens a lot but they have supported me and i feel like i should be supporting her again now,love
8295,i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,sadness
8296,when i learned that my former boyfriend had become engaged although i was glad that he had found what he wanted,sadness
8297,i feel more grounded and less fearful,fear
8298,i would really like to be able to help out financially around the house and it makes me feel that much more useless when i cant,sadness
8299,im feeling pretty smart,joy
8300,im feeling so pissed off now,anger
8301,ill admit to feeling a little paranoid and wondering about how many others had defriended me,fear
8302,i dont forget it i embrace it i dont feel pity i feel proud,joy
8303,i feel so helpless and only hope that somehow they are receiving their dose of drugs that will help them get threw these hard times,sadness
8304,i hauled it i feel dumb i got my lock and key i paid a man his fee now i wait and see frank black amp the catholics devils workshop released simultaneously with black letter days i initially felt this was the better of the two,sadness
8305,i feel like im selfish,anger
8306,im feeling very optimistic about it and find myself wanting to ride more and more,joy
8307,i feel totally confident that i could get a job at google,joy
8308,i wish things didn t feel so strange so out of place,fear
8309,i go to school feeling miserable but end up laughing for some reason is weird,sadness
8310,i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,fear
8311,i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way,fear
8312,i feel deeply disappointed,sadness
8313,i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady,anger
8314,i feel like it is almost vital that if i do not find more answers about a href http quilting,joy
8315,i want to not feel angry because i haven t the right to feel that way,anger
8316,i feel a bit shaken though,fear
8317,i feel more vulnerable and more in touch with my heart with making choices that are better for myself and my family and less worried about pleasing everyone else,fear
8318,i would feel better,joy
8319,i feel so overly blessed in this life,joy
8320,im looking through pictures and feeling the creative tingle in my blood that makes me feel like home,joy
8321,i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book,fear
8322,i guess which meant or so i assume no photos no words or no other way to convey what it really feels unless you feels it yourself or khi bi t au th m i bi t th ng ng i b au i rephrase it to a bit more gloomy context unless you are hurt yourself you will never have sympathy for the hurt ones,sadness
8323,i feel like a proud new mom with all this picture taking of heidi,joy
8324,i havent felt like posting in such a long time but i feel more sociable now,joy
8325,i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder,anger
8326,i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness,sadness
8327,i can feel it think i determined to a href http usarious,joy
8328,i feel remorseful about leaving food behind and make an effort to eat at least half of it but after stuffing myself at fruits parlor and eating this hamburger steak and all,sadness
8329,i feel surprised when i looked new,surprise
8330,i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
8331,i woke up feeling ok but i had a weird feeling about the run today,joy
8332,im feeling anxious all im really trying to do is project the exact opposite,fear
8333,i feel the cold mostly in my arms and torso,anger
8334,i feel drained just looking at the date of my real last entry,sadness
8335,i have a feeling i shall go mad,anger
8336,i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,fear
8337,i feel rather listless and dull today slightly head achy and good chances of blahness throughout the day,sadness
8338,i feel so often when i roll through my beloved new york that so little is done for so many if i start to write about race colour religion and sexual preference and gender identity my readers will say hey mia what s up are you confused,love
8339,i luckily i don t think anyone i know was there at the time but can t help feeling a bit shaken,fear
8340,i am feeling emotional about something or other positive or otherwise,sadness
8341,i think beaches are my favorite places although i get the feeling i would be quite fond of the desert also,love
8342,i mean i have a lot of love to give and i feel most myself when i am giving and loving,love
8343,i feel petrified about his future,fear
8344,im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring,anger
8345,i will feel fantastic refreshed and rejuvenated as if i had just woken up from a restful hour nap,joy
8346,i fared pretty well and was feeling quite pleased with myself that the journey went well,joy
8347,i went crazy non stop dancing at rouge with her only because the live band was very good i was feeling very troubled and wanted to dance my problems away,sadness
8348,i didnt like my former fob and felt joy when i received a telegram offering me a new one that i though better and for which i had been waiting,joy
8349,i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary,love
8350,i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me,sadness
8351,i had just bought some stuff in guardian for contests and was feeling a bit too over the top if i grabbed indiscriminately in caring as well,love
8352,i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,surprise
8353,i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning,sadness
8354,i feel annoyed by that girl,anger
8355,i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,love
8356,i mean how can you not feel festive when youre wearing a great big snow man on your chest,joy
8357,i feel completely isolated in the world thinking that i m the only one like me,sadness
8358,i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,fear
8359,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise
8360,i had a hard time feeling joyful this morning because this morning it was just about the gifts,joy
8361,i feel is a dull worry,sadness
8362,im still feeling that christmas loving with my polyvore boards and its only the start of advent,love
8363,i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,joy
8364,i feel humiliated by the person who phoned,sadness
8365,i put weight on it with my leg bent like when i get out of the car i feel a dull pain in my knee,sadness
8366,im feeling pleased and glad that other people like thaliad and want to celebrate it,joy
8367,i would feel more environmentally friendly if i sold it,joy
8368,im feeling very hesitant about wanting to buy another house,fear
8369,i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger
8370,i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty,joy
8371,i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness
8372,i feel when the super exciting sensory bombardment is over,joy
8373,i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sadness
8374,im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,love
8375,i set out to make a copycat version of it saturday and i feel i was pretty successful,joy
8376,i sit here tonight i feel anxious,fear
8377,i feel im miserable when i try to do other things,sadness
8378,i have to move stop staring at the other ladies this doesn t feel good does it feel bad,joy
8379,i feel idiotic sifting through personals sites only nerve,sadness
8380,im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,sadness
8381,i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise
8382,i will be honest it did feel a little strange being in the company of such greatness,surprise
8383,i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness
8384,i feel defeated extremely agitated as well as frustrated beyond words,sadness
8385,i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,joy
8386,i normally would call meaningless and stupid but i guess im feeling a little bit adventurous,joy
8387,i feel spiteful toward him,anger
8388,i can make someone feel unwelcome rrreeaallyy fast without saying a word,sadness
8389,i was feeling discouraged and disgruntled and i was a href http tracifishbowl,sadness
8390,i feel it is rude of me to ask,anger
8391,i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,sadness
8392,i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear
8393,im going to be honest with you i feel distraught,fear
8394,i feel this energy of the divine flame,joy
8395,i feel thrilled this will all be over in a matter of days,joy
8396,i feel disturbed because of the world i saw through the camera s eyes,sadness
8397,i like to watch people do horrible things so i can be outraged at them and feel superior,joy
8398,i feel a little awkward about this but im going to share a poem with you,sadness
8399,i feel hated by my parents,anger
8400,im feeling groggy and having a bad skin day,sadness
8401,i feel your presence beloved,love
8402,i never feel bad spending money on other people just when i spend it on myself,sadness
8403,i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it,joy
8404,im sick of being dependent even partially so on someone that makes me feel so unwelcome,sadness
8405,i still feel jealous of my friends when their moms talk politely with them,anger
8406,i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china,joy
8407,i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,joy
8408,i don t know i just had this gut feeling and it just really bothered me he said,anger
8409,i feel glad for you,joy
8410,im in a place right now where i feel safe and peaceful,joy
8411,i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger
8412,i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve,joy
8413,i used to share my feeling and thought all to my lovely roomates shermin and joey,love
8414,i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,anger
8415,i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,joy
8416,i just feel like its rude,anger
8417,i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness
8418,i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear
8419,i think im allowing myself to feel this way because im not heartbroken,sadness
8420,i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,love
8421,i wanted to write and feel purged of those repressed feelings,sadness
8422,i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear
8423,i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger
8424,ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,anger
8425,i feel rather pissed off,anger
8426,i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,sadness
8427,i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,joy
8428,i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from,sadness
8429,i feel so carefree i never think of the crap going on in my life,joy
8430,i feel that everyone is entitiled to their opinion and that opinion should be respected,joy
8431,i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise
8432,i feel like i am doomed to spend the rest of my life in customer service i,sadness
8433,i still have that feeling to you until now ya the feeling to loving you,love
8434,i find that i cant do as much as i used to do without feeling exhausted,sadness
8435,i feel very optimistic about everything at this moment,joy
8436,i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear
8437,ive been feeling like i cant put a lot into this because hes not caring about it anyway,love
8438,i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,joy
8439,i like to pray a decade whenever im feeling stressed or scared,anger
8440,i am just waking up with not nearly enough sleep and feeling dazed,surprise
8441,im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands,joy
8442,i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise
8443,i feel vicious and sleepy,anger
8444,i feel like an ass saying that since my sweet sister has gone through quite possibly the worst year of her life at the same time,joy
8445,i feel damaged from just witnessing it,sadness
8446,i say that i feel like im hated,anger
8447,i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,joy
8448,i took a day off which is so unusual for me i almost feel naughty,love
8449,i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger
8450,i hope that you are all feeling festive and keeping warm,joy
