,Unnamed: 0,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
8924,8924,love,0.29,0.29,0.313,0.29,0.29,0.29,sadness
8925,8925,joy,0.364,0.364,0.4,0.364,0.364,0.364,sadness
8926,8926,joy,0.202,0.202,0.218,0.202,0.202,0.202,sadness
8927,8927,love,0.333,0.333,0.364,0.333,0.333,0.333,sadness
8928,8928,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8929,8929,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
8930,8930,fear,0.227,0.227,0.244,0.227,0.227,0.227,sadness
8931,8931,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8932,8932,sadness,0.38,0.38,0.41,0.38,0.38,0.38,sadness
8933,8933,joy,0.287,0.287,0.31,0.287,0.287,0.287,sadness
8934,8934,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8935,8935,sadness,0,0,0,0,0,0,not found
8936,8936,sadness,0.335,0.335,0.363,0.335,0.335,0.335,sadness
8937,8937,joy,0.22,0.22,0.237,0.22,0.22,0.22,sadness
8938,8938,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8939,8939,joy,0,0,0,0,0,0,not found
8940,8940,joy,0.167,0.167,0.182,0.167,0.167,0.167,sadness
8941,8941,fear,0.18,0.18,0.192,0.18,0.18,0.18,sadness
8942,8942,sadness,0.273,0.273,0.294,0.273,0.273,0.273,sadness
8943,8943,sadness,0.192,0.192,0.207,0.192,0.192,0.192,sadness
8944,8944,joy,0.219,0.219,0.235,0.219,0.219,0.219,sadness
8945,8945,anger,0.356,0.356,0.383,0.356,0.356,0.356,sadness
8946,8946,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8947,8947,joy,0.244,0.244,0.263,0.244,0.244,0.244,sadness
8948,8948,joy,0.21,0.21,0.226,0.21,0.21,0.21,sadness
8949,8949,sadness,0.3,0.3,0.325,0.3,0.3,0.3,sadness
8950,8950,joy,0.542,0.542,0.588,0.542,0.542,0.542,sadness
8951,8951,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8952,8952,sadness,0,0,0,0,0,0,not found
8953,8953,joy,0.307,0.307,0.33,0.307,0.307,0.307,sadness
8954,8954,joy,0.275,0.275,0.295,0.275,0.275,0.275,sadness
8955,8955,anger,0,0,0,0,0,0,not found
8956,8956,joy,0.256,0.256,0.276,0.256,0.256,0.256,sadness
8957,8957,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8958,8958,sadness,0.336,0.336,0.362,0.336,0.336,0.336,sadness
8959,8959,sadness,0.305,0.305,0.326,0.305,0.305,0.305,sadness
8960,8960,love,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8961,8961,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8962,8962,anger,0.366,0.366,0.373,0.346,0.366,0.366,sadness
8963,8963,sadness,0.285,0.285,0.302,0.285,0.285,0.285,sadness
8964,8964,anger,0,0,0,0,0,0,not found
8965,8965,fear,0.295,0.295,0.318,0.295,0.295,0.295,sadness
8966,8966,fear,0.377,0.377,0.406,0.377,0.377,0.377,sadness
8967,8967,joy,0.328,0.328,0.377,0.328,0.328,0.328,sadness
8968,8968,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8969,8969,sadness,0.362,0.362,0.394,0.362,0.362,0.362,sadness
8970,8970,sadness,0.133,0.133,0.143,0.133,0.133,0.133,sadness
8971,8971,sadness,0.237,0.237,0.254,0.237,0.237,0.237,sadness
8972,8972,joy,0.406,0.406,0.441,0.406,0.406,0.406,sadness
8973,8973,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8974,8974,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8975,8975,sadness,0.845,0.845,0.839,0.774,0.845,0.845,anger
8976,8976,fear,0.206,0.206,0.222,0.206,0.206,0.206,sadness
8977,8977,love,0.168,0.168,0.18,0.168,0.168,0.168,sadness
8978,8978,surprise,0.5,0.5,0.538,0.5,0.5,0.5,sadness
8979,8979,sadness,0.311,0.311,0.338,0.311,0.311,0.311,sadness
8980,8980,fear,0.22,0.22,0.236,0.22,0.22,0.22,sadness
8981,8981,anger,0.323,0.323,0.349,0.323,0.323,0.323,sadness
8982,8982,fear,0.184,0.184,0.196,0.184,0.184,0.184,sadness
8983,8983,sadness,0.251,0.251,0.269,0.251,0.251,0.251,sadness
8984,8984,love,0.444,0.444,0.481,0.444,0.444,0.444,sadness
8985,8985,sadness,0.33,0.33,0.357,0.33,0.33,0.33,sadness
8986,8986,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8987,8987,fear,0,0,0,0,0,0,not found
8988,8988,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
8989,8989,love,0.16,0.16,0.171,0.16,0.16,0.16,sadness
8990,8990,sadness,0.309,0.309,0.335,0.309,0.309,0.309,sadness
8991,8991,sadness,0,0,0,0,0,0,not found
8992,8992,love,0.248,0.248,0.267,0.248,0.248,0.248,sadness
8993,8993,surprise,0,0,0,0,0,0,not found
8994,8994,sadness,0.175,0.175,0.186,0.175,0.175,0.175,sadness
8995,8995,love,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8996,8996,joy,0.192,0.192,0.204,0.192,0.192,0.192,sadness
8997,8997,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8998,8998,love,0.208,0.208,0.223,0.208,0.208,0.208,sadness
8999,8999,sadness,0.667,0.667,0.714,0.667,0.667,0.667,sadness
9000,9000,love,0.188,0.188,0.2,0.188,0.188,0.188,sadness
9001,9001,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9002,9002,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9003,9003,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9004,9004,sadness,0.336,0.336,0.362,0.336,0.336,0.336,sadness
9005,9005,joy,0.388,0.388,0.419,0.388,0.388,0.388,sadness
9006,9006,joy,0.287,0.287,0.31,0.287,0.287,0.287,sadness
9007,9007,sadness,0.318,0.318,0.339,0.318,0.318,0.318,sadness
9008,9008,sadness,0.415,0.415,0.448,0.415,0.415,0.415,sadness
9009,9009,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9010,9010,joy,0.228,0.228,0.245,0.228,0.228,0.228,sadness
9011,9011,love,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9012,9012,joy,0.217,0.217,0.233,0.217,0.217,0.217,sadness
9013,9013,love,0.504,0.54,0.509,0.468,0.504,0.504,love
9014,9014,joy,0.453,0.453,0.49,0.453,0.453,0.453,sadness
9015,9015,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9016,9016,joy,0,0,0,0,0,0,not found
9017,9017,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9018,9018,joy,0.244,0.244,0.262,0.244,0.244,0.244,sadness
9019,9019,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
9020,9020,joy,0.257,0.257,0.275,0.257,0.257,0.257,sadness
9021,9021,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9022,9022,sadness,0.387,0.387,0.422,0.387,0.387,0.387,sadness
9023,9023,fear,0.158,0.158,0.168,0.158,0.158,0.158,sadness
9024,9024,joy,0.299,0.299,0.324,0.299,0.299,0.299,sadness
9025,9025,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9026,9026,sadness,0.375,0.375,0.4,0.375,0.375,0.375,sadness
9027,9027,joy,0.634,0.634,0.684,0.634,0.634,0.634,sadness
9028,9028,joy,0,0,0,0,0,0,not found
9029,9029,sadness,0.202,0.202,0.217,0.202,0.202,0.202,sadness
9030,9030,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9031,9031,anger,0.499,0.499,0.504,0.467,0.499,0.499,sadness
9032,9032,fear,0.297,0.297,0.321,0.297,0.297,0.297,sadness
9033,9033,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9034,9034,sadness,0.211,0.211,0.227,0.211,0.211,0.211,sadness
9035,9035,sadness,0.118,0.118,0.125,0.118,0.118,0.118,sadness
9036,9036,sadness,0.365,0.365,0.393,0.365,0.365,0.365,sadness
9037,9037,fear,0.353,0.353,0.378,0.353,0.353,0.353,sadness
9038,9038,joy,0.233,0.233,0.248,0.233,0.233,0.233,sadness
9039,9039,joy,0.23,0.23,0.247,0.23,0.23,0.23,sadness
9040,9040,love,0.313,0.337,0.31,0.289,0.313,0.313,love
9041,9041,fear,0.322,0.322,0.346,0.322,0.322,0.322,sadness
9042,9042,joy,0.238,0.238,0.255,0.238,0.238,0.238,sadness
9043,9043,joy,0.233,0.233,0.248,0.233,0.233,0.233,sadness
9044,9044,sadness,0.309,0.309,0.332,0.309,0.309,0.309,sadness
9045,9045,fear,0.229,0.229,0.246,0.229,0.229,0.229,sadness
9046,9046,surprise,0.235,0.235,0.252,0.235,0.235,0.235,sadness
9047,9047,joy,0.347,0.347,0.375,0.347,0.347,0.347,sadness
9048,9048,sadness,0.255,0.255,0.276,0.255,0.255,0.255,sadness
9049,9049,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9050,9050,sadness,0.31,0.31,0.336,0.31,0.31,0.31,sadness
9051,9051,joy,0.49,0.49,0.527,0.49,0.49,0.49,sadness
9052,9052,sadness,0.238,0.238,0.256,0.238,0.238,0.238,sadness
9053,9053,love,0.3,0.3,0.325,0.3,0.3,0.3,sadness
9054,9054,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9055,9055,fear,0,0,0,0,0,0,not found
9056,9056,joy,0.342,0.342,0.368,0.342,0.342,0.342,sadness
9057,9057,fear,0.475,0.475,0.517,0.475,0.475,0.475,sadness
9058,9058,anger,0.307,0.307,0.333,0.307,0.307,0.307,sadness
9059,9059,anger,0.246,0.246,0.262,0.246,0.246,0.246,sadness
9060,9060,fear,0.478,0.478,0.519,0.478,0.478,0.478,sadness
9061,9061,anger,0.321,0.321,0.347,0.321,0.321,0.321,sadness
9062,9062,anger,0.185,0.185,0.2,0.185,0.185,0.185,sadness
9063,9063,joy,0.165,0.165,0.178,0.165,0.165,0.165,sadness
9064,9064,sadness,0.341,0.341,0.366,0.341,0.341,0.341,sadness
9065,9065,sadness,0.354,0.354,0.385,0.354,0.354,0.354,sadness
9066,9066,love,0.283,0.283,0.305,0.283,0.283,0.283,sadness
9067,9067,joy,0.615,0.615,0.667,0.615,0.615,0.615,sadness
9068,9068,joy,0.181,0.181,0.192,0.181,0.181,0.181,sadness
9069,9069,love,0.168,0.168,0.18,0.168,0.168,0.168,sadness
9070,9070,joy,0.336,0.336,0.367,0.336,0.336,0.336,sadness
9071,9071,love,0.333,0.333,0.364,0.333,0.333,0.333,sadness
9072,9072,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9073,9073,surprise,0.192,0.192,0.205,0.192,0.192,0.192,sadness
9074,9074,joy,0.451,0.451,0.487,0.451,0.451,0.451,sadness
9075,9075,sadness,0.593,0.593,0.641,0.593,0.593,0.593,sadness
9076,9076,joy,0.238,0.238,0.255,0.238,0.238,0.238,sadness
9077,9077,anger,0,0,0,0,0,0,not found
9078,9078,sadness,0.273,0.273,0.296,0.273,0.273,0.273,sadness
9079,9079,fear,0.251,0.251,0.267,0.251,0.251,0.251,sadness
9080,9080,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
9081,9081,fear,0.185,0.185,0.197,0.185,0.185,0.185,sadness
9082,9082,joy,0.187,0.187,0.201,0.187,0.187,0.187,sadness
9083,9083,fear,0.224,0.224,0.245,0.224,0.224,0.224,sadness
9084,9084,joy,0.615,0.615,0.667,0.615,0.615,0.615,sadness
9085,9085,anger,0.111,0.111,0.118,0.111,0.111,0.111,sadness
9086,9086,fear,0.462,0.462,0.5,0.462,0.462,0.462,sadness
9087,9087,fear,0.47,0.47,0.507,0.47,0.47,0.47,sadness
9088,9088,sadness,0.583,0.583,0.636,0.583,0.583,0.583,sadness
9089,9089,sadness,0.277,0.277,0.296,0.277,0.277,0.277,sadness
9090,9090,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9091,9091,anger,0.313,0.313,0.34,0.313,0.313,0.313,sadness
9092,9092,anger,0.329,0.329,0.356,0.329,0.329,0.329,sadness
9093,9093,joy,0.267,0.267,0.287,0.267,0.267,0.267,sadness
9094,9094,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
9095,9095,joy,0.282,0.282,0.304,0.282,0.282,0.282,sadness
9096,9096,sadness,0.488,0.488,0.531,0.488,0.488,0.488,sadness
9097,9097,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9098,9098,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9099,9099,joy,0.221,0.221,0.238,0.221,0.221,0.221,sadness
9100,9100,sadness,0.418,0.447,0.421,0.39,0.418,0.418,love
9101,9101,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
9102,9102,sadness,0.174,0.174,0.186,0.174,0.174,0.174,sadness
9103,9103,joy,0.344,0.344,0.37,0.344,0.344,0.344,sadness
9104,9104,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9105,9105,anger,0.615,0.615,0.667,0.615,0.615,0.615,sadness
9106,9106,joy,0.364,0.364,0.395,0.364,0.364,0.364,sadness
9107,9107,anger,0.245,0.245,0.262,0.245,0.245,0.245,sadness
9108,9108,joy,0.283,0.283,0.301,0.283,0.283,0.283,sadness
9109,9109,anger,0.23,0.23,0.25,0.23,0.23,0.23,sadness
9110,9110,joy,0.411,0.411,0.441,0.411,0.411,0.411,sadness
9111,9111,fear,0.368,0.368,0.397,0.368,0.368,0.368,sadness
9112,9112,joy,0.451,0.451,0.488,0.451,0.451,0.451,sadness
9113,9113,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9114,9114,anger,0.285,0.285,0.307,0.285,0.285,0.285,sadness
9115,9115,joy,0.219,0.219,0.236,0.219,0.219,0.219,sadness
9116,9116,fear,0.255,0.255,0.273,0.255,0.255,0.255,sadness
9117,9117,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
9118,9118,joy,0.336,0.336,0.362,0.336,0.336,0.336,sadness
9119,9119,fear,0.188,0.188,0.2,0.188,0.188,0.188,sadness
9120,9120,sadness,0,0,0,0,0,0,not found
9121,9121,fear,0.327,0.327,0.352,0.327,0.327,0.327,sadness
9122,9122,joy,0.137,0.137,0.147,0.137,0.137,0.137,sadness
9123,9123,joy,0.196,0.196,0.21,0.196,0.196,0.196,sadness
9124,9124,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9125,9125,joy,0.21,0.21,0.226,0.21,0.21,0.21,sadness
9126,9126,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9127,9127,sadness,0.236,0.236,0.251,0.236,0.236,0.236,sadness
9128,9128,anger,0.287,0.287,0.309,0.287,0.287,0.287,sadness
9129,9129,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
9130,9130,joy,0.248,0.248,0.266,0.248,0.248,0.248,sadness
9131,9131,anger,0.268,0.268,0.288,0.268,0.268,0.268,sadness
9132,9132,anger,0.298,0.298,0.323,0.298,0.298,0.298,sadness
9133,9133,joy,0.248,0.248,0.268,0.248,0.248,0.248,sadness
9134,9134,joy,0.367,0.367,0.396,0.367,0.367,0.367,sadness
9135,9135,sadness,0.276,0.276,0.299,0.276,0.276,0.276,sadness
9136,9136,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9137,9137,fear,0.132,0.132,0.141,0.132,0.132,0.132,sadness
9138,9138,joy,0.3,0.3,0.325,0.3,0.3,0.3,sadness
9139,9139,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9140,9140,joy,0.313,0.313,0.337,0.313,0.313,0.313,sadness
9141,9141,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
9142,9142,sadness,0.333,0.333,0.361,0.333,0.333,0.333,sadness
9143,9143,love,0.246,0.246,0.266,0.246,0.246,0.246,sadness
9144,9144,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9145,9145,joy,0.231,0.231,0.249,0.231,0.231,0.231,sadness
9146,9146,fear,0.476,0.476,0.517,0.476,0.476,0.476,sadness
9147,9147,fear,0.322,0.322,0.347,0.322,0.322,0.322,sadness
9148,9148,sadness,0.304,0.304,0.325,0.304,0.304,0.304,sadness
9149,9149,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
9150,9150,fear,0.185,0.185,0.199,0.185,0.185,0.185,sadness
9151,9151,joy,0.299,0.299,0.323,0.299,0.299,0.299,sadness
9152,9152,sadness,0.337,0.337,0.364,0.337,0.337,0.337,sadness
9153,9153,love,0.401,0.425,0.408,0.377,0.401,0.401,love
9154,9154,anger,0.571,0.571,0.615,0.571,0.571,0.571,sadness
9155,9155,joy,0,0,0,0,0,0,not found
9156,9156,sadness,0.158,0.158,0.169,0.158,0.158,0.158,sadness
9157,9157,love,0.5,0.5,0.545,0.5,0.5,0.5,sadness
9158,9158,love,0.406,0.406,0.44,0.406,0.406,0.406,sadness
9159,9159,joy,0.201,0.201,0.216,0.201,0.201,0.201,sadness
9160,9160,joy,0.229,0.229,0.245,0.229,0.229,0.229,sadness
9161,9161,fear,0.336,0.336,0.367,0.336,0.336,0.336,sadness
9162,9162,fear,0.336,0.336,0.367,0.336,0.336,0.336,sadness
9163,9163,sadness,0.337,0.337,0.363,0.337,0.337,0.337,sadness
9164,9164,joy,0.277,0.277,0.297,0.277,0.277,0.277,sadness
9165,9165,joy,0.277,0.277,0.297,0.277,0.277,0.277,sadness
9166,9166,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9167,9167,anger,0.517,0.517,0.56,0.517,0.517,0.517,sadness
9168,9168,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9169,9169,sadness,0.333,0.333,0.364,0.333,0.333,0.333,sadness
9170,9170,fear,0.45,0.45,0.495,0.45,0.45,0.45,sadness
9171,9171,joy,0.216,0.216,0.233,0.216,0.216,0.216,sadness
9172,9172,surprise,0.279,0.279,0.3,0.279,0.279,0.279,sadness
9173,9173,sadness,0.571,0.571,0.615,0.571,0.571,0.571,sadness
9174,9174,sadness,0.465,0.465,0.504,0.465,0.465,0.465,sadness
9175,9175,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9176,9176,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9177,9177,joy,0.615,0.615,0.667,0.615,0.615,0.615,sadness
9178,9178,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9179,9179,anger,0.243,0.243,0.262,0.243,0.243,0.243,sadness
9180,9180,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9181,9181,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9182,9182,joy,0.244,0.244,0.261,0.244,0.244,0.244,sadness
9183,9183,fear,0.318,0.318,0.343,0.318,0.318,0.318,sadness
9184,9184,sadness,0,0,0,0,0,0,not found
9185,9185,love,0.307,0.307,0.333,0.307,0.307,0.307,sadness
9186,9186,sadness,0.429,0.429,0.465,0.429,0.429,0.429,sadness
9187,9187,sadness,0.231,0.231,0.249,0.231,0.231,0.231,sadness
9188,9188,joy,0.2,0.2,0.214,0.2,0.2,0.2,sadness
9189,9189,joy,0.361,0.361,0.39,0.361,0.361,0.361,sadness
9190,9190,joy,0.232,0.232,0.248,0.232,0.232,0.232,sadness
9191,9191,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
9192,9192,joy,0,0,0,0,0,0,not found
9193,9193,sadness,0.213,0.213,0.228,0.213,0.213,0.213,sadness
9194,9194,surprise,0.299,0.299,0.323,0.299,0.299,0.299,sadness
9195,9195,sadness,0.297,0.297,0.319,0.297,0.297,0.297,sadness
9196,9196,anger,0,0,0,0,0,0,not found
9197,9197,joy,0.338,0.338,0.366,0.338,0.338,0.338,sadness
9198,9198,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9199,9199,joy,0.276,0.276,0.298,0.276,0.276,0.276,sadness
9200,9200,joy,0.249,0.249,0.267,0.249,0.249,0.249,sadness
9201,9201,sadness,0.327,0.327,0.35,0.327,0.327,0.327,sadness
9202,9202,anger,0.363,0.363,0.391,0.363,0.363,0.363,sadness
9203,9203,love,0.346,0.346,0.374,0.346,0.346,0.346,sadness
9204,9204,anger,0.252,0.252,0.271,0.252,0.252,0.252,sadness
9205,9205,fear,0.237,0.237,0.254,0.237,0.237,0.237,sadness
9206,9206,joy,0.199,0.199,0.211,0.199,0.199,0.199,sadness
9207,9207,sadness,0.458,0.458,0.49,0.458,0.458,0.458,sadness
9208,9208,joy,0.482,0.482,0.518,0.482,0.482,0.482,sadness
9209,9209,fear,0.217,0.217,0.234,0.217,0.217,0.217,sadness
9210,9210,love,0.358,0.358,0.388,0.358,0.358,0.358,sadness
9211,9211,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
9212,9212,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
9213,9213,sadness,0.423,0.423,0.459,0.423,0.423,0.423,sadness
9214,9214,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9215,9215,joy,0.247,0.247,0.266,0.247,0.247,0.247,sadness
9216,9216,fear,0.321,0.321,0.347,0.321,0.321,0.321,sadness
9217,9217,sadness,0.357,0.357,0.388,0.357,0.357,0.357,sadness
9218,9218,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9219,9219,sadness,0.154,0.154,0.167,0.154,0.154,0.154,sadness
9220,9220,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9221,9221,joy,0.274,0.274,0.294,0.274,0.274,0.274,sadness
9222,9222,love,0.3,0.3,0.324,0.3,0.3,0.3,sadness
9223,9223,sadness,0.321,0.321,0.348,0.321,0.321,0.321,sadness
9224,9224,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9225,9225,joy,0.271,0.271,0.293,0.271,0.271,0.271,sadness
9226,9226,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9227,9227,anger,0.36,0.36,0.388,0.36,0.36,0.36,sadness
9228,9228,fear,0.307,0.307,0.333,0.307,0.307,0.307,sadness
9229,9229,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
9230,9230,fear,0.3,0.3,0.325,0.3,0.3,0.3,sadness
9231,9231,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9232,9232,sadness,0.345,0.345,0.373,0.345,0.345,0.345,sadness
9233,9233,sadness,0.276,0.276,0.297,0.276,0.276,0.276,sadness
9234,9234,fear,0.254,0.254,0.271,0.254,0.254,0.254,sadness
9235,9235,joy,0.138,0.138,0.148,0.138,0.138,0.138,sadness
9236,9236,joy,0.255,0.255,0.277,0.255,0.255,0.255,sadness
9237,9237,joy,0.22,0.22,0.238,0.22,0.22,0.22,sadness
9238,9238,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9239,9239,love,0.44,0.44,0.476,0.44,0.44,0.44,sadness
9240,9240,fear,0.332,0.332,0.363,0.332,0.332,0.332,sadness
9241,9241,sadness,0.563,0.563,0.611,0.563,0.563,0.563,sadness
9242,9242,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
9243,9243,sadness,0.347,0.347,0.37,0.347,0.347,0.347,sadness
9244,9244,anger,0.204,0.204,0.22,0.204,0.204,0.204,sadness
9245,9245,sadness,0.368,0.368,0.394,0.368,0.368,0.368,sadness
9246,9246,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9247,9247,love,0.252,0.252,0.27,0.252,0.252,0.252,sadness
9248,9248,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9249,9249,sadness,0.252,0.252,0.271,0.252,0.252,0.252,sadness
9250,9250,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
9251,9251,sadness,0.229,0.229,0.246,0.229,0.229,0.229,sadness
9252,9252,sadness,0.264,0.264,0.283,0.264,0.264,0.264,sadness
9253,9253,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9254,9254,sadness,0.254,0.254,0.272,0.254,0.254,0.254,sadness
9255,9255,joy,0.18,0.18,0.192,0.18,0.18,0.18,sadness
9256,9256,anger,0.245,0.245,0.265,0.245,0.245,0.245,sadness
9257,9257,love,0.133,0.133,0.143,0.133,0.133,0.133,sadness
9258,9258,sadness,0.353,0.353,0.382,0.353,0.353,0.353,sadness
9259,9259,joy,0.31,0.31,0.309,0.287,0.31,0.334,fear
9260,9260,sadness,0,0,0,0,0,0,not found
9261,9261,love,0.321,0.321,0.348,0.321,0.321,0.321,sadness
9262,9262,joy,0.5,0.5,0.545,0.5,0.5,0.5,sadness
9263,9263,joy,0.274,0.274,0.294,0.274,0.274,0.274,sadness
9264,9264,joy,0.154,0.154,0.167,0.154,0.154,0.154,sadness
9265,9265,sadness,0.332,0.332,0.344,0.318,0.332,0.332,sadness
9266,9266,fear,0.293,0.293,0.316,0.293,0.293,0.293,sadness
9267,9267,joy,0.326,0.326,0.321,0.297,0.354,0.326,joy
9268,9268,sadness,0.276,0.276,0.297,0.276,0.276,0.276,sadness
9269,9269,joy,0.276,0.276,0.297,0.276,0.276,0.276,sadness
9270,9270,joy,0.259,0.259,0.279,0.259,0.259,0.259,sadness
9271,9271,surprise,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9272,9272,joy,0.18,0.18,0.194,0.18,0.18,0.18,sadness
9273,9273,fear,0.333,0.333,0.359,0.333,0.333,0.333,sadness
9274,9274,fear,0.154,0.154,0.167,0.154,0.154,0.154,sadness
9275,9275,anger,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9276,9276,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
9277,9277,sadness,0,0,0,0,0,0,not found
9278,9278,sadness,0,0,0,0,0,0,not found
9279,9279,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9280,9280,fear,0.376,0.376,0.404,0.376,0.376,0.376,sadness
9281,9281,sadness,0.352,0.352,0.38,0.352,0.352,0.352,sadness
9282,9282,anger,0.283,0.283,0.307,0.283,0.283,0.283,sadness
9283,9283,joy,0.125,0.125,0.134,0.125,0.125,0.125,sadness
9284,9284,anger,0.118,0.118,0.125,0.118,0.118,0.118,sadness
9285,9285,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9286,9286,sadness,0.336,0.336,0.361,0.336,0.336,0.336,sadness
9287,9287,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9288,9288,fear,0.328,0.328,0.355,0.328,0.328,0.328,sadness
9289,9289,anger,0.283,0.283,0.305,0.283,0.283,0.283,sadness
9290,9290,fear,0.44,0.44,0.472,0.44,0.44,0.44,sadness
9291,9291,love,0.288,0.288,0.306,0.288,0.288,0.288,sadness
9292,9292,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9293,9293,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9294,9294,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
9295,9295,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
9296,9296,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
9297,9297,joy,0.391,0.391,0.422,0.391,0.391,0.391,sadness
9298,9298,love,0.253,0.253,0.272,0.253,0.253,0.253,sadness
9299,9299,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
9300,9300,sadness,0.241,0.241,0.26,0.241,0.241,0.241,sadness
9301,9301,love,0,0,0,0,0,0,not found
9302,9302,joy,0.245,0.245,0.263,0.245,0.245,0.245,sadness
9303,9303,love,0.302,0.302,0.327,0.302,0.302,0.302,sadness
9304,9304,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
9305,9305,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
